,id,cliente_id,direccion_adicional_id,tipo_falla,descripcion,estado,created_at,updated_at
594,595,22,22,conectividad,El cliente activó un filtro parental o de contenido que está bloqueando el acceso a sitios web válidos.,resuelto,2023-09-01 09:12:00,2023-09-01 14:48:00
595,596,70,70,otro,La velocidad de descarga o subida es significativamente menor a la contratada en pruebas de velocidad (speed test).,resuelto,2023-08-29 23:48:00,2023-08-30 02:44:00
596,597,36,36,conectividad,El servidor al que se conecta el cliente está experimentando alta demanda o problemas técnicos.,resuelto,2023-09-02 10:17:00,2023-09-02 10:31:00
597,598,11,11,software,La velocidad de descarga o subida es significativamente menor a la contratada en pruebas de velocidad (speed test).,resuelto,2023-08-30 10:10:00,2023-08-30 10:26:00
598,599,2,2,software,El router no logra obtener una dirección IP o autenticarse con la red del proveedor.,resuelto,2023-08-27 03:55:00,2023-08-27 06:02:00
599,600,5,5,conectividad,La conexión a internet se pierde y se recupera repetidamente en intervalos cortos. El LED de internet del router parpadea constantemente o cambia de estado.,resuelto,2023-09-02 01:54:00,2023-09-02 02:24:00
600,601,17,17,otro,"En casas grandes o con muchas paredes, la señal Wi-Fi no llega a todas las habitaciones.",resuelto,2023-08-27 17:23:00,2023-08-27 20:40:00
601,602,25,25,conectividad,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-09-01 13:09:00,2023-09-01 15:17:00
602,603,26,26,hardware,Daño o sustracción de cables o equipos de red en la infraestructura del proveedor.,resuelto,2023-08-28 21:26:00,2023-08-29 02:57:00
603,604,68,68,hardware,El cliente no puede conectar su red privada virtual (VPN) a través del servicio de internet.,resuelto,2023-08-30 18:03:00,2023-08-30 19:18:00
604,605,43,43,conectividad,"Muchos dispositivos conectados simultáneamente en el domicilio del cliente, agotando el ancho de banda disponible.",resuelto,2023-08-31 12:17:00,2023-08-31 13:27:00
605,606,13,13,hardware,"En casas grandes o con muchas paredes, la señal Wi-Fi no llega a todas las habitaciones.",resuelto,2023-08-29 18:45:00,2023-08-29 18:59:00
606,607,38,38,software,"El cliente ha modificado accidentalmente la configuración del router o del dispositivo, impidiendo la conexión.",resuelto,2023-09-05 06:03:00,2023-09-05 08:44:00
607,608,70,70,software,El servidor al que se conecta el cliente está experimentando alta demanda o problemas técnicos.,resuelto,2023-09-04 12:19:00,2023-09-04 16:43:00
608,609,4,4,otro,"El cliente ha modificado accidentalmente la configuración del router o del dispositivo, impidiendo la conexión.",resuelto,2023-09-05 05:25:00,2023-09-05 10:10:00
609,610,1,1,hardware,"Muchos dispositivos conectados simultáneamente en el domicilio del cliente, agotando el ancho de banda disponible.",resuelto,2023-09-07 00:02:00,2023-09-07 00:40:00
610,611,63,63,software,"Muchos dispositivos conectados simultáneamente en el domicilio del cliente, agotando el ancho de banda disponible.",resuelto,2023-09-06 21:18:00,2023-09-06 22:29:00
611,612,53,53,software,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-09-06 22:36:00,2023-09-07 00:00:00
612,613,25,25,software,"Los usuarios no pueden acceder a sitios web por nombre de dominio, pero sí por dirección IP.",resuelto,2023-09-08 14:16:00,2023-09-08 15:56:00
613,614,36,36,hardware,"El cliente ha modificado accidentalmente la configuración del router o del dispositivo, impidiendo la conexión.",resuelto,2023-09-04 21:09:00,2023-09-05 01:45:00
614,615,53,53,otro,La conexión a internet se pierde y se recupera repetidamente en intervalos cortos. El LED de internet del router parpadea constantemente o cambia de estado.,resuelto,2023-09-04 01:48:00,2023-09-04 04:12:00
615,616,8,8,conectividad,Daño o sustracción de cables o equipos de red en la infraestructura del proveedor.,resuelto,2023-09-03 01:06:00,2023-09-03 02:44:00
616,617,44,44,otro,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-09-11 18:53:00,2023-09-11 22:59:00
617,618,27,27,hardware,"El cableado interno (Ethernet, coaxial, fibra) en el domicilio del cliente está visiblemente dañado o desconectado.",resuelto,2023-09-15 23:59:00,2023-09-16 02:00:00
618,619,44,44,conectividad,"En casas grandes o con muchas paredes, la señal Wi-Fi no llega a todas las habitaciones.",resuelto,2023-09-14 19:28:00,2023-09-14 23:14:00
619,620,15,15,otro,"En casas grandes o con muchas paredes, la señal Wi-Fi no llega a todas las habitaciones.",resuelto,2023-09-11 14:35:00,2023-09-11 15:45:00
620,621,18,18,software,El router no logra obtener una dirección IP o autenticarse con la red del proveedor.,resuelto,2023-09-15 21:00:00,2023-09-16 00:23:00
621,622,25,25,otro,"Los usuarios no pueden acceder a sitios web por nombre de dominio, pero sí por dirección IP.",resuelto,2023-09-13 01:33:00,2023-09-13 03:24:00
622,623,70,70,otro,El router no recibe energía debido a un adaptador defectuoso o toma de corriente fallida.,resuelto,2023-09-13 22:25:00,2023-09-14 02:44:00
623,624,20,20,hardware,"En casas grandes o con muchas paredes, la señal Wi-Fi no llega a todas las habitaciones.",resuelto,2023-09-15 20:27:00,2023-09-15 21:02:00
624,625,49,49,otro,El router no logra obtener una dirección IP o autenticarse con la red del proveedor.,resuelto,2023-09-16 21:18:00,2023-09-17 03:17:00
625,626,45,45,hardware,"Los usuarios no pueden acceder a sitios web por nombre de dominio, pero sí por dirección IP.",resuelto,2023-09-10 05:39:00,2023-09-10 09:16:00
626,627,5,5,hardware,El cliente activó un filtro parental o de contenido que está bloqueando el acceso a sitios web válidos.,resuelto,2023-09-11 00:25:00,2023-09-11 03:42:00
627,628,62,62,conectividad,El cliente activó un filtro parental o de contenido que está bloqueando el acceso a sitios web válidos.,resuelto,2023-09-12 15:15:00,2023-09-12 16:22:00
628,629,43,43,otro,"El cliente ha modificado accidentalmente la configuración del router o del dispositivo, impidiendo la conexión.",resuelto,2023-09-15 00:39:00,2023-09-15 01:55:00
629,630,65,65,software,El router no recibe energía debido a un adaptador defectuoso o toma de corriente fallida.,resuelto,2023-09-15 14:32:00,2023-09-15 18:28:00
630,631,13,13,conectividad,"El tiempo de respuesta (ping) a los servidores es muy alto, causando retraso en juegos en línea o videollamadas.",resuelto,2023-09-13 09:10:00,2023-09-13 09:34:00
631,632,33,33,software,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-09-15 11:42:00,2023-09-15 14:18:00
632,633,30,30,conectividad,El router no logra obtener una dirección IP o autenticarse con la red del proveedor.,resuelto,2023-09-12 09:01:00,2023-09-12 12:05:00
633,634,18,18,conectividad,El cliente no puede conectar su red privada virtual (VPN) a través del servicio de internet.,resuelto,2023-09-13 12:29:00,2023-09-13 15:22:00
634,635,38,38,software,El equipo del cliente requiere una actualización de firmware o software para un rendimiento óptimo.,resuelto,2023-09-22 00:53:00,2023-09-22 01:53:00
635,636,58,58,conectividad,La velocidad de descarga o subida es significativamente menor a la contratada en pruebas de velocidad (speed test).,resuelto,2023-09-21 05:35:00,2023-09-21 05:49:00
636,637,1,1,conectividad,El router no logra obtener una dirección IP o autenticarse con la red del proveedor.,resuelto,2023-09-20 16:32:00,2023-09-20 18:21:00
637,638,45,45,otro,"Muchos dispositivos conectados simultáneamente en el domicilio del cliente, agotando el ancho de banda disponible.",resuelto,2023-09-21 13:52:00,2023-09-21 16:19:00
638,639,27,27,hardware,"En casas grandes o con muchas paredes, la señal Wi-Fi no llega a todas las habitaciones.",resuelto,2023-09-21 07:47:00,2023-09-21 10:36:00
639,640,50,50,otro,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-09-17 01:02:00,2023-09-17 05:27:00
640,641,55,55,software,El equipo del cliente requiere una actualización de firmware o software para un rendimiento óptimo.,resuelto,2023-09-19 16:01:00,2023-09-19 16:12:00
641,642,54,54,otro,Daño o sustracción de cables o equipos de red en la infraestructura del proveedor.,resuelto,2023-09-21 19:24:00,2023-09-21 19:59:00
642,643,25,25,conectividad,El cliente no tiene acceso a internet no hay luz en el router o el LED de internet está apagado. No se detecta señal en el ONT/Módem.,resuelto,2023-09-19 22:27:00,2023-09-20 00:22:00
643,644,62,62,conectividad,La velocidad de descarga o subida es significativamente menor a la contratada en pruebas de velocidad (speed test).,resuelto,2023-09-21 00:57:00,2023-09-21 05:44:00
644,645,51,51,otro,"Los usuarios no pueden acceder a sitios web por nombre de dominio, pero sí por dirección IP.",resuelto,2023-09-23 14:15:00,2023-09-23 15:20:00
645,646,69,69,software,El cliente activó un filtro parental o de contenido que está bloqueando el acceso a sitios web válidos.,resuelto,2023-09-18 23:46:00,2023-09-19 01:48:00
646,647,50,50,hardware,"En casas grandes o con muchas paredes, la señal Wi-Fi no llega a todas las habitaciones.",resuelto,2023-09-20 11:08:00,2023-09-20 12:24:00
647,648,19,19,otro,"El cableado interno (Ethernet, coaxial, fibra) en el domicilio del cliente está visiblemente dañado o desconectado.",resuelto,2023-09-20 04:45:00,2023-09-20 08:53:00
648,649,53,53,hardware,"El tiempo de respuesta (ping) a los servidores es muy alto, causando retraso en juegos en línea o videollamadas.",resuelto,2023-09-20 22:57:00,2023-09-21 03:12:00
649,650,23,23,software,El router no recibe energía debido a un adaptador defectuoso o toma de corriente fallida.,resuelto,2023-09-30 05:26:00,2023-09-30 10:13:00
650,651,26,26,otro,El cliente no puede conectar su red privada virtual (VPN) a través del servicio de internet.,resuelto,2023-09-27 22:33:00,2023-09-28 02:05:00
651,652,34,34,hardware,Interrupción del servicio debido a trabajos de mantenimiento planificados en la red.,resuelto,2023-09-30 15:43:00,2023-09-30 16:33:00
652,653,68,68,software,El equipo del cliente requiere una actualización de firmware o software para un rendimiento óptimo.,resuelto,2023-09-28 23:13:00,2023-09-29 05:13:00
653,654,11,11,software,El cliente no puede conectar su red privada virtual (VPN) a través del servicio de internet.,resuelto,2023-09-28 23:11:00,2023-09-29 00:00:00
654,655,59,59,hardware,"En casas grandes o con muchas paredes, la señal Wi-Fi no llega a todas las habitaciones.",resuelto,2023-09-24 01:28:00,2023-09-24 01:57:00
655,656,62,62,software,"El cableado interno (Ethernet, coaxial, fibra) en el domicilio del cliente está visiblemente dañado o desconectado.",resuelto,2023-10-03 06:14:00,2023-10-03 06:47:00
656,657,51,51,conectividad,"En casas grandes o con muchas paredes, la señal Wi-Fi no llega a todas las habitaciones.",resuelto,2023-10-06 14:57:00,2023-10-06 17:19:00
657,658,45,45,software,"El cliente no puede acceder a una o varias páginas web o servicios en línea, mientras que otros funcionan con normalidad.",resuelto,2023-10-07 13:31:00,2023-10-07 15:07:00
658,659,3,3,software,Los dispositivos no pueden conectarse a la red Wi-Fi o la señal es muy débil en ciertas áreas.,resuelto,2023-10-07 23:08:00,2023-10-08 00:34:00
659,660,26,26,otro,El servidor al que se conecta el cliente está experimentando alta demanda o problemas técnicos.,resuelto,2023-10-03 10:46:00,2023-10-03 15:00:00
660,661,25,25,software,"Muchos dispositivos conectados simultáneamente en el domicilio del cliente, agotando el ancho de banda disponible.",resuelto,2023-10-03 05:05:00,2023-10-03 10:43:00
661,662,35,35,conectividad,"El cableado interno (Ethernet, coaxial, fibra) en el domicilio del cliente está visiblemente dañado o desconectado.",resuelto,2023-10-06 18:01:00,2023-10-06 19:49:00
662,663,5,5,software,Interrupción del servicio debido a trabajos de mantenimiento planificados en la red.,resuelto,2023-10-02 22:47:00,2023-10-03 03:07:00
663,664,1,1,conectividad,"Los usuarios no pueden acceder a sitios web por nombre de dominio, pero sí por dirección IP.",resuelto,2023-10-01 04:16:00,2023-10-01 04:26:00
664,665,32,32,otro,El cliente activó un filtro parental o de contenido que está bloqueando el acceso a sitios web válidos.,resuelto,2023-10-02 22:52:00,2023-10-03 01:14:00
665,666,62,62,hardware,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-10-01 16:28:00,2023-10-01 16:42:00
666,667,1,1,otro,El equipo del cliente requiere una actualización de firmware o software para un rendimiento óptimo.,resuelto,2023-10-06 14:54:00,2023-10-06 20:09:00
667,668,18,18,otro,La conexión a internet se pierde y se recupera repetidamente en intervalos cortos. El LED de internet del router parpadea constantemente o cambia de estado.,resuelto,2023-10-07 00:35:00,2023-10-07 05:43:00
668,669,39,39,otro,El router no recibe energía debido a un adaptador defectuoso o toma de corriente fallida.,resuelto,2023-10-11 17:19:00,2023-10-11 23:00:00
669,670,55,55,otro,"El cliente no puede acceder a una o varias páginas web o servicios en línea, mientras que otros funcionan con normalidad.",resuelto,2023-10-09 15:51:00,2023-10-09 18:14:00
670,671,41,41,software,El cliente no tiene acceso a internet no hay luz en el router o el LED de internet está apagado. No se detecta señal en el ONT/Módem.,resuelto,2023-10-10 00:22:00,2023-10-10 03:00:00
671,672,45,45,otro,"El cableado interno (Ethernet, coaxial, fibra) en el domicilio del cliente está visiblemente dañado o desconectado.",resuelto,2023-10-11 23:52:00,2023-10-12 04:02:00
672,673,60,60,hardware,"Los usuarios no pueden acceder a sitios web por nombre de dominio, pero sí por dirección IP.",resuelto,2023-10-11 07:41:00,2023-10-11 09:03:00
673,674,30,30,otro,"El cliente no puede acceder a una o varias páginas web o servicios en línea, mientras que otros funcionan con normalidad.",resuelto,2023-10-13 19:34:00,2023-10-13 20:31:00
674,675,10,10,conectividad,Daño o sustracción de cables o equipos de red en la infraestructura del proveedor.,resuelto,2023-10-14 05:49:00,2023-10-14 08:53:00
675,676,59,59,conectividad,"El tiempo de respuesta (ping) a los servidores es muy alto, causando retraso en juegos en línea o videollamadas.",resuelto,2023-10-11 03:36:00,2023-10-11 09:09:00
676,677,63,63,conectividad,El cliente no puede conectar su red privada virtual (VPN) a través del servicio de internet.,resuelto,2023-10-14 03:47:00,2023-10-14 09:01:00
677,678,27,27,conectividad,"En casas grandes o con muchas paredes, la señal Wi-Fi no llega a todas las habitaciones.",resuelto,2023-10-08 09:25:00,2023-10-08 11:22:00
678,679,4,4,software,Daño o sustracción de cables o equipos de red en la infraestructura del proveedor.,resuelto,2023-10-10 02:48:00,2023-10-10 04:33:00
679,680,66,66,software,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-10-08 09:23:00,2023-10-08 12:01:00
680,681,51,51,software,El cliente no tiene acceso a internet no hay luz en el router o el LED de internet está apagado. No se detecta señal en el ONT/Módem.,resuelto,2023-10-13 21:36:00,2023-10-14 00:47:00
681,682,38,38,software,"En casas grandes o con muchas paredes, la señal Wi-Fi no llega a todas las habitaciones.",resuelto,2023-10-12 12:51:00,2023-10-12 18:45:00
682,683,39,39,conectividad,"El tiempo de respuesta (ping) a los servidores es muy alto, causando retraso en juegos en línea o videollamadas.",resuelto,2023-10-09 08:54:00,2023-10-09 12:31:00
683,684,63,63,hardware,El cliente no tiene acceso a internet no hay luz en el router o el LED de internet está apagado. No se detecta señal en el ONT/Módem.,resuelto,2023-10-18 09:46:00,2023-10-18 12:08:00
684,685,64,64,otro,"El cableado interno (Ethernet, coaxial, fibra) en el domicilio del cliente está visiblemente dañado o desconectado.",resuelto,2023-10-17 16:00:00,2023-10-17 18:31:00
685,686,62,62,conectividad,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-10-19 02:09:00,2023-10-19 03:57:00
686,687,55,55,otro,"El tiempo de respuesta (ping) a los servidores es muy alto, causando retraso en juegos en línea o videollamadas.",resuelto,2023-10-15 19:58:00,2023-10-15 22:00:00
687,688,37,37,conectividad,El cliente activó un filtro parental o de contenido que está bloqueando el acceso a sitios web válidos.,resuelto,2023-10-16 18:17:00,2023-10-16 23:17:00
688,689,6,6,conectividad,Daño o sustracción de cables o equipos de red en la infraestructura del proveedor.,resuelto,2023-10-16 12:41:00,2023-10-16 14:02:00
689,690,54,54,hardware,"El cableado interno (Ethernet, coaxial, fibra) en el domicilio del cliente está visiblemente dañado o desconectado.",resuelto,2023-10-17 10:05:00,2023-10-17 12:55:00
690,691,50,50,software,El equipo del cliente requiere una actualización de firmware o software para un rendimiento óptimo.,resuelto,2023-10-15 14:18:00,2023-10-15 17:30:00
691,692,50,50,otro,El cliente no puede conectar su red privada virtual (VPN) a través del servicio de internet.,resuelto,2023-10-21 06:24:00,2023-10-21 11:16:00
692,693,69,69,conectividad,El cliente no tiene acceso a internet no hay luz en el router o el LED de internet está apagado. No se detecta señal en el ONT/Módem.,resuelto,2023-10-21 12:33:00,2023-10-21 17:09:00
693,694,60,60,otro,"El cliente ha modificado accidentalmente la configuración del router o del dispositivo, impidiendo la conexión.",resuelto,2023-10-18 15:08:00,2023-10-18 16:52:00
694,695,34,34,conectividad,"En casas grandes o con muchas paredes, la señal Wi-Fi no llega a todas las habitaciones.",resuelto,2023-10-18 08:32:00,2023-10-18 09:15:00
695,696,14,14,hardware,La conexión a internet se pierde y se recupera repetidamente en intervalos cortos. El LED de internet del router parpadea constantemente o cambia de estado.,resuelto,2023-10-21 11:55:00,2023-10-21 16:41:00
696,697,38,38,hardware,El cliente no puede conectar su red privada virtual (VPN) a través del servicio de internet.,resuelto,2023-10-20 13:11:00,2023-10-20 16:25:00
697,698,43,43,otro,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-10-19 13:21:00,2023-10-19 18:57:00
698,699,22,22,hardware,"Muchos dispositivos conectados simultáneamente en el domicilio del cliente, agotando el ancho de banda disponible.",resuelto,2023-10-20 08:10:00,2023-10-20 11:47:00
699,700,13,13,software,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-10-19 04:50:00,2023-10-19 06:29:00
700,701,9,9,hardware,El cliente no puede conectar su red privada virtual (VPN) a través del servicio de internet.,resuelto,2023-10-20 19:51:00,2023-10-20 23:09:00
701,702,23,23,conectividad,Interrupción del servicio debido a trabajos de mantenimiento planificados en la red.,resuelto,2023-10-18 16:38:00,2023-10-18 20:54:00
702,703,7,7,otro,"El cliente ha modificado accidentalmente la configuración del router o del dispositivo, impidiendo la conexión.",resuelto,2023-10-21 00:13:00,2023-10-21 03:51:00
703,704,33,33,otro,El cliente no puede conectar su red privada virtual (VPN) a través del servicio de internet.,resuelto,2023-10-20 21:29:00,2023-10-21 02:16:00
704,705,48,48,otro,"El cliente no puede acceder a una o varias páginas web o servicios en línea, mientras que otros funcionan con normalidad.",resuelto,2023-10-18 04:08:00,2023-10-18 09:57:00
705,706,23,23,conectividad,El cliente no puede conectar su red privada virtual (VPN) a través del servicio de internet.,resuelto,2023-10-16 21:31:00,2023-10-17 03:29:00
706,707,29,29,software,"El cliente ha modificado accidentalmente la configuración del router o del dispositivo, impidiendo la conexión.",resuelto,2023-10-21 04:05:00,2023-10-21 06:05:00
707,708,61,61,conectividad,El router no recibe energía debido a un adaptador defectuoso o toma de corriente fallida.,resuelto,2023-10-23 00:54:00,2023-10-23 05:43:00
708,709,57,57,conectividad,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-10-25 19:08:00,2023-10-26 00:20:00
709,710,26,26,conectividad,El router no logra obtener una dirección IP o autenticarse con la red del proveedor.,resuelto,2023-10-22 01:03:00,2023-10-22 03:58:00
710,711,15,15,conectividad,"Muchos dispositivos conectados simultáneamente en el domicilio del cliente, agotando el ancho de banda disponible.",resuelto,2023-10-28 00:38:00,2023-10-28 05:39:00
711,712,45,45,otro,El router no recibe energía debido a un adaptador defectuoso o toma de corriente fallida.,resuelto,2023-10-26 17:37:00,2023-10-26 18:21:00
712,713,51,51,otro,El equipo del cliente requiere una actualización de firmware o software para un rendimiento óptimo.,resuelto,2023-10-22 15:59:00,2023-10-22 17:36:00
713,714,47,47,hardware,"En casas grandes o con muchas paredes, la señal Wi-Fi no llega a todas las habitaciones.",resuelto,2023-10-28 07:18:00,2023-10-28 11:53:00
714,715,2,2,hardware,El cliente no tiene acceso a internet no hay luz en el router o el LED de internet está apagado. No se detecta señal en el ONT/Módem.,resuelto,2023-10-24 13:01:00,2023-10-24 13:48:00
715,716,49,49,conectividad,El cliente no puede conectar su red privada virtual (VPN) a través del servicio de internet.,resuelto,2023-10-22 22:08:00,2023-10-22 22:42:00
716,717,37,37,software,La velocidad de descarga o subida es significativamente menor a la contratada en pruebas de velocidad (speed test).,resuelto,2023-10-28 05:12:00,2023-10-28 08:08:00
717,718,36,36,otro,El servidor al que se conecta el cliente está experimentando alta demanda o problemas técnicos.,resuelto,2023-10-23 14:09:00,2023-10-23 18:54:00
718,719,39,39,conectividad,"El cliente ha modificado accidentalmente la configuración del router o del dispositivo, impidiendo la conexión.",resuelto,2023-10-22 22:54:00,2023-10-23 04:10:00
719,720,25,25,otro,El cliente no tiene acceso a internet no hay luz en el router o el LED de internet está apagado. No se detecta señal en el ONT/Módem.,resuelto,2023-10-26 18:27:00,2023-10-26 22:35:00
720,721,36,36,hardware,El router no logra obtener una dirección IP o autenticarse con la red del proveedor.,resuelto,2023-10-24 10:33:00,2023-10-24 12:30:00
721,722,10,10,hardware,"El cableado interno (Ethernet, coaxial, fibra) en el domicilio del cliente está visiblemente dañado o desconectado.",resuelto,2023-11-02 08:32:00,2023-11-02 08:52:00
722,723,38,38,hardware,El router no recibe energía debido a un adaptador defectuoso o toma de corriente fallida.,resuelto,2023-10-29 21:53:00,2023-10-30 03:49:00
723,724,38,38,conectividad,"Muchos dispositivos conectados simultáneamente en el domicilio del cliente, agotando el ancho de banda disponible.",resuelto,2023-10-31 11:16:00,2023-10-31 13:21:00
724,725,36,36,software,El cliente no tiene acceso a internet no hay luz en el router o el LED de internet está apagado. No se detecta señal en el ONT/Módem.,resuelto,2023-11-03 06:43:00,2023-11-03 12:34:00
725,726,46,46,otro,El servidor al que se conecta el cliente está experimentando alta demanda o problemas técnicos.,resuelto,2023-10-31 01:10:00,2023-10-31 05:06:00
726,727,8,8,conectividad,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-10-29 01:47:00,2023-10-29 02:41:00
727,728,39,39,hardware,"El cliente ha modificado accidentalmente la configuración del router o del dispositivo, impidiendo la conexión.",resuelto,2023-10-31 10:46:00,2023-10-31 12:44:00
728,729,64,64,otro,El servidor al que se conecta el cliente está experimentando alta demanda o problemas técnicos.,resuelto,2023-10-29 16:50:00,2023-10-29 19:27:00
729,730,51,51,software,"El cableado interno (Ethernet, coaxial, fibra) en el domicilio del cliente está visiblemente dañado o desconectado.",resuelto,2023-11-03 09:34:00,2023-11-03 14:37:00
730,731,56,56,conectividad,"El cableado interno (Ethernet, coaxial, fibra) en el domicilio del cliente está visiblemente dañado o desconectado.",resuelto,2023-11-03 19:47:00,2023-11-03 22:59:00
731,732,25,25,hardware,"Los usuarios no pueden acceder a sitios web por nombre de dominio, pero sí por dirección IP.",resuelto,2023-11-03 04:58:00,2023-11-03 07:33:00
732,733,5,5,otro,El router no logra obtener una dirección IP o autenticarse con la red del proveedor.,resuelto,2023-10-31 03:15:00,2023-10-31 08:23:00
733,734,18,18,conectividad,El router no recibe energía debido a un adaptador defectuoso o toma de corriente fallida.,resuelto,2023-10-31 07:00:00,2023-10-31 10:50:00
734,735,28,28,hardware,El cliente no tiene acceso a internet no hay luz en el router o el LED de internet está apagado. No se detecta señal en el ONT/Módem.,resuelto,2023-11-09 14:33:00,2023-11-09 16:32:00
735,736,19,19,otro,El router no logra obtener una dirección IP o autenticarse con la red del proveedor.,resuelto,2023-11-07 07:42:00,2023-11-07 12:36:00
736,737,4,4,otro,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-11-07 17:59:00,2023-11-07 21:22:00
737,738,54,54,hardware,"Los usuarios no pueden acceder a sitios web por nombre de dominio, pero sí por dirección IP.",resuelto,2023-11-08 02:27:00,2023-11-08 04:23:00
738,739,58,58,conectividad,Daño o sustracción de cables o equipos de red en la infraestructura del proveedor.,resuelto,2023-11-05 11:14:00,2023-11-05 12:55:00
739,740,13,13,software,"Muchos dispositivos conectados simultáneamente en el domicilio del cliente, agotando el ancho de banda disponible.",resuelto,2023-11-07 19:55:00,2023-11-07 21:37:00
740,741,41,41,conectividad,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-11-06 10:06:00,2023-11-06 13:53:00
741,742,62,62,software,"El tiempo de respuesta (ping) a los servidores es muy alto, causando retraso en juegos en línea o videollamadas.",resuelto,2023-11-07 16:11:00,2023-11-07 21:17:00
742,743,20,20,otro,El cliente no tiene acceso a internet no hay luz en el router o el LED de internet está apagado. No se detecta señal en el ONT/Módem.,resuelto,2023-11-10 18:01:00,2023-11-10 21:07:00
743,744,40,40,software,"En casas grandes o con muchas paredes, la señal Wi-Fi no llega a todas las habitaciones.",resuelto,2023-11-10 08:02:00,2023-11-10 11:09:00
744,745,16,16,conectividad,"El cliente no puede acceder a una o varias páginas web o servicios en línea, mientras que otros funcionan con normalidad.",resuelto,2023-11-11 23:36:00,2023-11-12 03:28:00
745,746,58,58,conectividad,El router no logra obtener una dirección IP o autenticarse con la red del proveedor.,resuelto,2023-11-10 20:02:00,2023-11-11 00:13:00
746,747,1,1,otro,El cliente no tiene acceso a internet no hay luz en el router o el LED de internet está apagado. No se detecta señal en el ONT/Módem.,resuelto,2023-11-10 20:32:00,2023-11-11 00:23:00
747,748,47,47,conectividad,"El cliente no puede acceder a una o varias páginas web o servicios en línea, mientras que otros funcionan con normalidad.",resuelto,2023-11-09 00:03:00,2023-11-09 03:17:00
748,749,52,52,software,El equipo del cliente requiere una actualización de firmware o software para un rendimiento óptimo.,resuelto,2023-11-05 03:16:00,2023-11-05 06:58:00
749,750,36,36,software,El servidor al que se conecta el cliente está experimentando alta demanda o problemas técnicos.,resuelto,2023-11-05 00:48:00,2023-11-05 05:25:00
750,751,19,19,hardware,El router no logra obtener una dirección IP o autenticarse con la red del proveedor.,resuelto,2023-11-08 12:35:00,2023-11-08 13:27:00
751,752,28,28,conectividad,El equipo del cliente requiere una actualización de firmware o software para un rendimiento óptimo.,resuelto,2023-11-11 10:14:00,2023-11-11 16:12:00
752,753,22,22,conectividad,El router no recibe energía debido a un adaptador defectuoso o toma de corriente fallida.,resuelto,2023-11-07 12:10:00,2023-11-07 13:59:00
753,754,39,39,hardware,El cliente no puede conectar su red privada virtual (VPN) a través del servicio de internet.,resuelto,2023-11-10 06:51:00,2023-11-10 11:34:00
754,755,4,4,otro,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-11-06 08:48:00,2023-11-06 13:07:00
755,756,23,23,conectividad,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-11-06 02:19:00,2023-11-06 03:00:00
756,757,41,41,conectividad,El cliente no tiene acceso a internet no hay luz en el router o el LED de internet está apagado. No se detecta señal en el ONT/Módem.,resuelto,2023-11-06 11:04:00,2023-11-06 12:08:00
757,758,22,22,hardware,"El equipo provisto por la empresa (router, ONT) presenta luces de error, no enciende o no distribuye IP.",resuelto,2023-11-12 10:27:00,2023-11-12 10:54:00
758,759,18,18,hardware,El router no logra obtener una dirección IP o autenticarse con la red del proveedor.,resuelto,2023-11-14 09:29:00,2023-11-14 10:14:00
759,760,25,25,conectividad,"El tiempo de respuesta (ping) a los servidores es muy alto, causando retraso en juegos en línea o videollamadas.",resuelto,2023-11-18 08:22:00,2023-11-18 14:22:00
760,761,2,2,software,"El tiempo de respuesta (ping) a los servidores es muy alto, causando retraso en juegos en línea o videollamadas.",resuelto,2023-11-14 20:11:00,2023-11-14 23:23:00
761,762,14,14,software,Daño o sustracción de cables o equipos de red en la infraestructura del proveedor.,resuelto,2023-11-17 23:05:00,2023-11-18 04:40:00
762,763,13,13,software,"Muchos dispositivos conectados simultáneamente en el domicilio del cliente, agotando el ancho de banda disponible.",resuelto,2023-11-14 13:11:00,2023-11-14 18:12:00
